"","Tissue","Cell_type","Change","Gene"
"2394","Skeletalmuscle","Fibro_adipo_progenitor","Positive","Serpine2"
"2395","Skeletalmuscle","Fibro_adipo_progenitor","Positive","Slc16a9"
"2396","Skeletalmuscle","Fibro_adipo_progenitor","Positive","Ccdc80"
"2397","Skeletalmuscle","Fibro_adipo_progenitor","Positive","Ace"
"2398","Skeletalmuscle","Fibro_adipo_progenitor","Positive","C7"
"2399","Skeletalmuscle","Fibro_adipo_progenitor","Positive","Egfr"
"2400","Skeletalmuscle","Fibro_adipo_progenitor","Positive","Ecm1"
"2401","Skeletalmuscle","Fibro_adipo_progenitor","Positive","Ramp1"
"2402","Skeletalmuscle","Fibro_adipo_progenitor","Positive","Procr"
"2403","Skeletalmuscle","Fibro_adipo_progenitor","Positive","Hspb1"
"2404","Skeletalmuscle","Fibro_adipo_progenitor","Positive","Dmkn"
"2405","Skeletalmuscle","Fibro_adipo_progenitor","Positive","Il1r2"
"2406","Skeletalmuscle","Fibroblast_1","Positive","Serpine2"
"2407","Skeletalmuscle","Fibroblast_1","Positive","C7"
"2408","Skeletalmuscle","Fibroblast_1","Positive","Col1a2"
"2409","Skeletalmuscle","Fibroblast_1","Positive","Sparc"
"2410","Skeletalmuscle","Fibroblast_1","Positive","Ecm1"
"2411","Skeletalmuscle","Fibroblast_1","Positive","Egfr"
"2412","Skeletalmuscle","Fibroblast_1","Positive","Ace"
"2413","Skeletalmuscle","Fibroblast_1","Positive","Nmb"
"2414","Skeletalmuscle","Fibroblast_1","Positive","Hspb1"
"2415","Skeletalmuscle","Fibroblast_1","Positive","Ccdc80"
"2416","Skeletalmuscle","Fibroblast_1","Positive","Angptl7"
"2417","Skeletalmuscle","Fibroblast_2","Positive","Ace"
"2418","Skeletalmuscle","Fibroblast_2","Positive","Creb3l1"
"2419","Skeletalmuscle","Fibroblast_2","Positive","Serpine2"
"2420","Skeletalmuscle","Fibroblast_2","Positive","Nmb"
"2421","Skeletalmuscle","Fibroblast_2","Positive","Ramp1"
"2422","Skeletalmuscle","Fibroblast_2","Positive","Vldlr"
"2423","Skeletalmuscle","Fibroblast_2","Positive","Bmper"
"2424","Skeletalmuscle","Fibroblast_2","Positive","Ccdc80"
"2425","Skeletalmuscle","Fibroblast_2","Positive","Ecm1"
"2426","Skeletalmuscle","Fibroblast_2","Positive","C3"
"2427","Skeletalmuscle","Fibroblast_2","Positive","Hspb1"
"2428","Skeletalmuscle","Fibroblast_2","Positive","Gadd45g"
"2429","Skeletalmuscle","Monocyte","Positive","mt-Nd1"
"2430","Skeletalmuscle","Monocyte","Positive","mt-Nd2"
"2431","Skeletalmuscle","Monocyte","Positive","mt-Cytb"
"2432","Skeletalmuscle","Monocyte","Positive","mt-Nd4"
"2433","Skeletalmuscle","Monocyte","Positive","mt-Nd5"
"2434","Skeletalmuscle","Muscle_stem_cell","Positive","Cebpd"
"2435","Skeletalmuscle","Muscle_stem_cell","Positive","Map1b"
"2436","Skeletalmuscle","Muscle_stem_cell","Positive","Slc10a6"
"2437","Skeletalmuscle","Muscle_stem_cell","Positive","Igfbp5"
"2438","Skeletalmuscle","Muscle_stem_cell","Positive","Btg2"
"2439","Skeletalmuscle","Muscle_stem_cell","Positive","Slc43a3"
"2440","Skeletalmuscle","Muscle_stem_cell","Positive","Tmem176b"
"2441","Skeletalmuscle","Muscle_stem_cell","Positive","Tmem176a"
"2442","Skeletalmuscle","Skeletal_muscle","Positive","Amd1"
"2443","Skeletalmuscle","Skeletal_muscle","Positive","mt-Co1"
"2444","Skeletalmuscle","Skeletal_muscle","Positive","Mylk4"
"2445","Skeletalmuscle","Skeletal_muscle","Positive","Smox"
"2446","Skeletalmuscle","Skeletal_muscle","Positive","Mettl21c"
"2447","Skeletalmuscle","Skeletal_muscle","Positive","mt-Nd1"
"2448","Skeletalmuscle","Skeletal_muscle","Positive","mt-Co3"
"2449","Skeletalmuscle","Skeletal_muscle","Positive","mt-Atp6"
"2450","Skeletalmuscle","Skeletal_muscle","Positive","mt-Nd2"
"2451","Skeletalmuscle","Skeletal_muscle","Positive","mt-Nd4"
"2452","Skeletalmuscle","Skeletal_muscle","Positive","mt-Co2"
"2453","Skeletalmuscle","Skeletal_muscle","Positive","Gadd45g"
"2454","Skeletalmuscle","Skeletal_muscle","Positive","mt-Cytb"
"2455","Skeletalmuscle","Skeletal_muscle","Positive","Serpinb6a"
"2456","Skeletalmuscle","Skeletal_muscle","Positive","mt-Nd3"
"2457","Skeletalmuscle","Skeletal_muscle","Positive","mt-Nd5"
"2458","Skeletalmuscle","Skeletal_muscle","Positive","Dupd1"
"2459","Skeletalmuscle","Skeletal_muscle","Positive","Nmrk2"
"2460","Skeletalmuscle","Skeletal_muscle","Positive","mt-Nd4l"
"2461","Skeletalmuscle","Skeletal_muscle","Positive","Lgals1"
"2462","Skeletalmuscle","Skeletal_muscle","Positive","Mss51"
"2463","Skeletalmuscle","Skeletal_muscle","Positive","Tsc22d3"
"2464","Skeletalmuscle","Skeletal_muscle","Positive","Smtnl2"
"2465","Skeletalmuscle","Skeletal_muscle","Positive","Ppp1r14b"
"2466","Skeletalmuscle","Skeletal_muscle","Positive","Msrb1"
"2467","Skeletalmuscle","Tenocyte_cell","Positive","Col3a1"
"2468","Skeletalmuscle","B_cell_1","Negative","Gm42418"
"2469","Skeletalmuscle","B_cell_1","Negative","Lars2"
"2470","Skeletalmuscle","Fibro_adipo_progenitor","Negative","Csrp2"
"2471","Skeletalmuscle","Fibro_adipo_progenitor","Negative","Ccl2"
"2472","Skeletalmuscle","Fibro_adipo_progenitor","Negative","Ccl11"
"2473","Skeletalmuscle","Fibro_adipo_progenitor","Negative","Postn"
"2474","Skeletalmuscle","Fibroblast_1","Negative","Igfbp3"
"2475","Skeletalmuscle","Fibroblast_2","Negative","Nr1d1"
"2476","Skeletalmuscle","Fibroblast_2","Negative","Igfbp3"
"2477","Skeletalmuscle","Fibroblast_2","Negative","Apod"
"2478","Skeletalmuscle","Fibroblast_2","Negative","Tgfbi"
"2479","Skeletalmuscle","Macrophage","Negative","Ccl7"
"2480","Skeletalmuscle","Macrophage","Negative","Ccl2"
"2481","Skeletalmuscle","Macrophage","Negative","Plek"
"2482","Skeletalmuscle","Macrophage","Negative","Nlrp3"
"2483","Skeletalmuscle","Macrophage","Negative","Tnf"
"2484","Skeletalmuscle","Macrophage","Negative","Cxcl2"
"2485","Skeletalmuscle","Macrophage","Negative","Marcksl1"
"2486","Skeletalmuscle","Macrophage","Negative","Etv3"
"2487","Skeletalmuscle","Macrophage","Negative","Cd14"
"2488","Skeletalmuscle","Muscle_stem_cell","Negative","Itih5"
"2489","Skeletalmuscle","Neutrophil","Negative","Thbs1"
"2490","Skeletalmuscle","Skeletal_muscle","Negative","Ppp1r1a"
"2491","Skeletalmuscle","Skeletal_muscle","Negative","Cox6a2"
"2492","Skeletalmuscle","Skeletal_muscle","Negative","Pink1"
"2493","Skeletalmuscle","Skeletal_muscle","Negative","Abra"
"2494","Skeletalmuscle","Skeletal_muscle","Negative","Idh2"
"2495","Skeletalmuscle","T_cell_1","Negative","Gm42418"
"2496","Skeletalmuscle","T_cell_1","Negative","Lars2"
"2497","Skeletalmuscle","Tenocyte_cell","Negative","Dbp"
"2498","Skeletalmuscle","Treg","Negative","Gm42418"
"2499","Skeletalmuscle","Treg","Negative","Lars2"
"2500","Stomach","Chief_cell","Positive","Gm26917"
"2501","Stomach","Endothelial","Positive","Tff1"
"2502","Stomach","Endothelial","Positive","Gkn1"
"2503","Stomach","Endothelial","Positive","Dpcr1"
"2504","Stomach","Endothelial","Positive","Gkn2"
"2505","Stomach","Endothelial","Positive","Mt1"
"2506","Stomach","Endothelial","Positive","Psca"
"2507","Stomach","Endothelial","Positive","Gsta1"
"2508","Stomach","Endothelial","Positive","Lgals2"
"2509","Stomach","Endothelial","Positive","Gsta4"
"2510","Stomach","Endothelial","Positive","Gsdma2"
"2511","Stomach","Endothelial","Positive","Mgst3"
"2512","Stomach","Enterochromaffin_like","Positive","Ghrl"
"2513","Stomach","Fibroblast","Positive","Cnn1"
"2514","Stomach","G_D_cell","Positive","Gast"
"2515","Stomach","ILC2","Positive","Tff1"
"2516","Stomach","ILC2","Positive","Gkn1"
"2517","Stomach","ILC2","Positive","Gkn2"
"2518","Stomach","ILC2","Positive","Psca"
"2519","Stomach","Macrophage","Positive","Tff1"
"2520","Stomach","Macrophage","Positive","2210407C18Rik"
"2521","Stomach","Macrophage","Positive","Lgals2"
"2522","Stomach","Macrophage","Positive","Gkn1"
"2523","Stomach","Macrophage","Positive","Muc5ac"
"2524","Stomach","Macrophage","Positive","Gsta1"
"2525","Stomach","Macrophage","Positive","Gkn2"
"2526","Stomach","Macrophage","Positive","Psca"
"2527","Stomach","Macrophage","Positive","Mgst3"
"2528","Stomach","Macrophage","Positive","Gsta4"
"2529","Stomach","Macrophage","Positive","Krt19"
"2530","Stomach","Macrophage","Positive","Ptgr1"
"2531","Stomach","Macrophage","Positive","Cldn18"
"2532","Stomach","Macrophage","Positive","Anxa10"
"2533","Stomach","Macrophage","Positive","Ckmt1"
"2534","Stomach","Macrophage","Positive","Mgst2"
"2535","Stomach","Macrophage","Positive","Cox8a"
"2536","Stomach","Macrophage","Positive","Atp5g1"
"2537","Stomach","Macrophage","Positive","Cox7b"
"2538","Stomach","Mast_cell","Positive","Rps29"
"2539","Stomach","Mucous_cell","Positive","Dpcr1"
"2540","Stomach","Mucous_cell","Positive","Gkn1"
"2541","Stomach","Mucous_cell","Positive","Tff1"
"2542","Stomach","Mucous_cell","Positive","Gsta1"
"2543","Stomach","Parietal_cell","Positive","Snx6"
"2544","Stomach","Endothelial","Negative","Col4a1"
"2545","Stomach","Endothelial","Negative","Cd34"
"2546","Stomach","Endothelial","Negative","Cd93"
"2547","Stomach","Endothelial","Negative","Podxl"
"2548","Stomach","Endothelial","Negative","Timp3"
"2549","Stomach","Endothelial","Negative","Igfbp3"
"2550","Stomach","Endothelial","Negative","Thbd"
"2551","Stomach","Endothelial","Negative","Mcam"
"2552","Stomach","Endothelial","Negative","Rbm3"
"2553","Stomach","Endothelial","Negative","Myadm"
"2554","Stomach","Endothelial","Negative","Thbs1"
"2555","Stomach","Endothelial","Negative","Col15a1"
"2556","Stomach","Endothelial","Negative","Nr1d1"
"2557","Stomach","Endothelial","Negative","Klf2"
"2558","Stomach","Enterochromaffin_like","Negative","Fosb"
"2559","Stomach","Enterochromaffin_like","Negative","Junb"
"2560","Stomach","Enterochromaffin_like","Negative","Klf2"
"2561","Stomach","Enterochromaffin_like","Negative","Errfi1"
"2562","Stomach","Enterochromaffin_like","Negative","Hamp"
"2563","Stomach","Fibroblast","Negative","Klf2"
"2564","Stomach","Fibroblast","Negative","Junb"
"2565","Stomach","Foveolar_cell_4","Negative","Klf2"
"2566","Stomach","Foveolar_cell_4","Negative","Dusp1"
"2567","Stomach","G_D_cell","Negative","H3f3b"
"2568","Stomach","G_D_cell","Negative","Actg1"
"2569","Stomach","G_D_cell","Negative","Pcsk1n"
"2570","Stomach","G_D_cell","Negative","Sst"
"2571","Stomach","G_D_cell","Negative","Jund"
"2572","Stomach","G_D_cell","Negative","Zfp36"
"2573","Stomach","Mast_cell","Negative","mt-Co3"
"2574","Stomach","Mucous_cell","Negative","Klf2"
"2575","Stomach","Mucous_cell","Negative","Btg2"
"2576","Stomach","Mucous_cell","Negative","Fos"
"2577","Stomach","Mucous_cell","Negative","Dusp1"
"2578","Stomach","Mucous_cell","Negative","Junb"
"2579","Stomach","Parietal_cell","Negative","Ier2"
"2580","Stomach","Parietal_cell","Negative","Klf2"
"2581","Stomach","Parietal_cell","Negative","Tsc22d1"
"2582","Stomach","Parietal_cell","Negative","Rhob"
"2583","Stomach","Parietal_cell","Negative","Gif"
"2584","Stomach","Tuft_cell","Negative","Agr2"
"2585","Stomach","Tuft_cell","Negative","Clu"
"2586","Stomach","Tuft_cell","Negative","Tff2"
"2587","Thymus","DPres_1","Positive","Fos"
"2588","Thymus","DPres_1","Positive","Fosb"
"2589","Thymus","DNpro","Negative","Dynll1"
